City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Forecast
210,Laguna,US,2021-04-04 16:59:48,38.421,-121.4238,57.0,71,1,5.75,clear sky
211,Grindavik,IS,2021-04-04 16:59:48,63.8424,-22.4338,23.0,50,75,23.02,broken clouds
212,Neuquen,AR,2021-04-04 16:59:02,-38.9516,-68.0591,78.8,53,0,3.44,clear sky
213,Nara,JP,2021-04-04 16:59:49,34.6851,135.8049,55.99,69,100,6.42,overcast clouds
214,Fairbanks,US,2021-04-04 16:57:46,64.8378,-147.7164,33.8,100,90,4.61,light snow
215,Kikwit,CD,2021-04-04 16:59:49,-5.041,18.8162,75.16,87,96,7.36,moderate rain
216,Yashkul,RU,2021-04-04 16:59:49,46.1711,45.3435,54.27,59,76,4.25,broken clouds
217,Souillac,MU,2021-04-04 16:59:50,-20.5167,57.5167,81.0,74,4,7.0,clear sky
218,Coracora,PE,2021-04-04 16:59:50,-15.0333,-73.7833,59.0,58,100,6.42,overcast clouds
219,Lompoc,US,2021-04-04 16:58:22,34.6391,-120.4579,55.99,76,42,11.25,scattered clouds
220,Bambous Virieux,MU,2021-04-04 16:57:25,-20.3428,57.7575,81.0,74,15,7.0,few clouds
221,Norman Wells,CA,2021-04-04 16:59:51,65.282,-126.8329,3.2,72,20,9.22,few clouds
222,Agustin Codazzi,CO,2021-04-04 16:59:51,10.0341,-73.2361,80.46,72,100,2.13,overcast clouds
223,Rio Gallegos,AR,2021-04-04 16:59:13,-51.6226,-69.2181,42.8,75,75,10.36,broken clouds
224,Russellville,US,2021-04-04 16:57:40,35.2784,-93.1338,66.99,42,1,3.53,clear sky
225,Fayetteville,US,2021-04-04 16:59:51,35.0527,-78.8784,70.0,27,1,8.05,clear sky
226,Presidencia Roque Saenz Pena,AR,2021-04-04 16:59:52,-26.7852,-60.4388,89.01,49,100,1.99,overcast clouds
227,Pisco,PE,2021-04-04 16:59:52,-13.7,-76.2167,75.99,73,94,6.91,overcast clouds
228,Acarau,BR,2021-04-04 16:59:52,-2.8856,-40.12,84.69,70,100,15.32,overcast clouds
